Content,Emotion
 房间格局问题，座椅后左上角为洗手间菱形墙，座在椅子上起身拿后面遥控器，起身快很容易撞到菱形墙受伤,2
，12月13日退房费押金，一个星期未到帐？？？,2
太吵了，不能安睡。不推荐!早饭还行!地理位置也还行。,2
 每次都好评，怎么没发现更优惠呢？难道一直在涨价？,2
酒店很破旧，房间没有我住过其他如家的好，不知道是被艺龙忽悠了还是如家的品质就是如此,2
 离虹桥T1很近，但是房间隔音不好，整晚都有噪音，卫生尚可*,2
 离机场很远，开车得走7公里多，环境不太好，一晚上都隔壁的空调响，没睡好*,2
*这个酒店极差，设施陈旧肮脏，而且在门缝里塞进很多淫秽小招贴*,2
 特价房靠高架桥的，有点吵，房间还好，看上去挺简洁干净的*,2
离机场近，楼下还有家烧烤摊，但是厕所有点味道，铺盖有点薄,2
打电话说有车很好打车到店又说没有车打的又是黑车.唉,2
听别人说如家不错，又说可免费车接车送。就选择了机场附近的如家住一晚，告知，早晨6点半、7点半各有一个发车点，结果，第二天，早6点15分过去，告我，车上人已满，只能自己打车，早知道，我说什么也不会住机场附近。不开空调，非常热，不能盖被子，要知道去别的酒店都需要盖一层；开了，空调声音特大，根本无法入睡，真不知道是不是就我这间这么大声音？。另外，房间确实小。很失望。唯一高兴的是一楼餐厅的一位30多岁的男服务人员，服务态度非常好！,2
定的如家酒店标准房，到店后却给的莫泰168特价房，房间很小，设施很差，原以为是酒店商家不诚信，投诉后才知是艺龙在欺骗。两年来在艺龙定过多次酒店，欺骗只能让企业失去客户。,2
比较一般，被单摸起来不舒服，房间也非常拥挤，还有一些莫名其妙的卡片塞在门口，哎，下次不敢住了,2
虽然酒店环境很好很干净，我们订了两间标间，都是149，但是酒店前台给我们开了一间149.一间208，还没有提醒我是开了不一样的房间，之后确认入住的短信还提醒我说我并未入住，前台管理混乱！！,2
还可以，房间比较小，但是干净，隔音不是很好，接机服务是好，能不能再多派几辆车,2
房间有股怪味，网速非常不好，位置也比较偏，真要在这里附近住的话，我建议住隔壁的汉庭,2
酒店服务周到，热情有礼，环境舒适，价格有吸引力*但是房间门不太隔音，尚需改进*,2
其余各项都很好，就是房间盆子惊风 不小心很容易割伤哦,2
酒店蛮干净，比较吵，没有无线*如果这两点不计较本人推荐！,2
房间很小，但是挺干净的*就是晚上有点吵*价格很便宜，到航站楼非常近，5分钟,2
可能是由于客流量少，房间里一股陈旧的味道，而且房间小，床上还不是很干净，表示下次不会再住了，，，，,2
厕所装潢都破损了，天花板还有个大洞，房间里面到处都是找**的名片，酒店管理很大的漏洞。望改善',2
只能说很一般，被套居然不是棉的！哪有如家的味道。,2
位置比较难找，从虹桥火车站出来，出租车司机不愿意拉，那素质，我擦\n只是离机场比较近才住这里的，隔音效果确实差，晚上人来人往的，卫生间还有女生的头发，比较脏，空调的噪音很大...\n,2
跟同事一起定的房间，我定的是稍贵一点的，结果配的房间都一样，也太忽悠人了，问工作人员还态度不好！**酒店！,2
交通便利有巴士送，房间窝居因为新建目前看来干净哈，提供有线网络无WIFI，住店手机信号接收太差出现无服务,2
还可以，房间挺干净，吃喝不方便、房间电话打不出去，打给总台也没人接,2
艺龙网上预订是164元，入住的时候说是180元。\n房间很小，都是过道窗，空气不流通，住进去有点压抑,2
还行，不错不错不错不错不错不错不错不错不错不错不错不错不错,2
这是我住过最差的如家了，没有无线，高速路旁边很吵，空调效果很差，晚上睡得难受啊，附近一个银行都没有。,2
酒店设施陈旧，感觉不干净。采光差，楼距小，可以看到对面房间。,2
该酒店位置离上海虹桥机场步行约20多分钟！打的约十多分钟（不过车很难打到）酒店是和莫泰168一起的，房间是莫泰的结构，较小。不是如家的感觉！惊喜的是酒店门口有免费到机场的车，但是司机师傅态度恶，我们中午退完房吃个午饭回来他不让我们坐。说我们不住在这，真郁闷！吃饭的地方也有点远，希望以后如家不要和莫泰一起，感觉降档次！还有，司机的素质有待提高！他一个人降了很多分！！！,2
酒店很不好，特别是服务态度，不管是男服务生还是女服务生，那个态度就像是跟你有什么深仇大恨似的，感觉让人特别的不爽，我花自己的钱住个酒店还得看前台的脸色啊，再也不住这家酒店，给我钱我也不住！,2
一般吧，前台电话打不通，在高架下面，貌似和168是一家的，有免费的班车，离机场倒是很近,2
：酒店是和莫泰168在一起的，房间尚可，就是隔音效果一般。,2
提前一个多礼拜就在艺龙上订了一间大床，由于到酒店得到晚上12点左右，还用信用卡担保了一晚的房费。当天飞机晚点，还特别打了电话通知酒店晚到2个小时，结果到了酒店，前台的服务员固然告诉我，因为过了时间订单已经作废了，特么的，我都担保了一晚的房费了，应该到第二天都给我保留的，而且还打了电话，还出这种状况，实在很费解。就这样，前台服务员连一句道歉都没有，靠，这酒店服务态度，太牛了,2
离虹桥二号航道口比较远，打的要三十多块钱。附近没有吃饭的地方不方便。服务一般，很多人发小姐广告,2
干净，房间一般，早餐很差，服务更差，办理速度慢，交通不便,2
不推荐这个酒店。交通只能打的，周围没吃的，没逛的。早6点就装修！,2
环境卫生还行，只是旁边有酒楼施工，酒店隔音效果不好,2
各方面还不错，强烈推荐！\n\n电视屏幕不够大，有免费矿泉水，整体还是蛮温馨的！,1
还挺好的。服务不错。,1
不错，离机场挺近的，不过需要打车，环境不错，房间很干净，服务人员态度也不错，凌晨到达机场，打车过来就十分钟左右。被褥也很干净，物美价廉！,1
10前台服务很好  房间很大干净利落设施齐全1010,1
离机场近，提供送机服务。性价比非常高。,1
环境很好入住体验很好，非常的棒13,1
服务好！位置离机场又进，还包送去机场！,1
赶着上飞机方便，就定了,1
很好，房间可以，比一般的如家要大,1
出差到上海经常住这里，性价比高。,1
入住续费天天涨价不守诚信,1
很不错，去上海呆了4天，很满意,1
酒店不错.服务挺好的，工号2,1
总的来说，干净，舒适，没什么大问题。但是也没啥亮点。,1
位置设施还好，下次一定入住！,1
前台服务好好，房间干净。13,1
酒店房间干净、前台服务好13,1
非常超值的住宿体验，酒店环境好，位置佳，餐厅菜品丰富，价格合理。同行的老人拉了包在送机车上，联系前台又给送回机场，全五星好评！,1
服务好！10服务好态度好。免升商大赞赏,1
前台服务好房间干净赞13,1
前台服务号好，房间干净13,1
酒店非常乾淨，下次繼續光顾,1
对于这个价位能住这个感到比较满意了，还不错值得一住,1
前台很热情，离机场近，还不错,1
离虹桥机场T1很近，出门就有出租，就是出租不打表,1
每次来上海都住在这里，性价比服务环境都很赞！5,1
服务态度很好棒棒哒棒棒哒棒棒哒4,1
真的很不错，性价比超高。,1
还可以啦，就是旁边没有吃的,1
入住愉快，前台服务热情，帮忙升级房间,1
如家前台工号4号小妹服务周到热情！点赞！！！,1
比自己设想的要好多，价位低，设施好，服务佳，性价比高。值得再次入住！,1
还行，位置还挺有方便！经济实惠。,1
离航站楼不远走路十来分钟方便,1
经济实惠，出行方便，离火车站近。,1
给同事预定的 据说还可以，后续有需要继续这里,1
服务态度好房间干净，方便出行。,1
商务酒店都差不多吧！房间有点局促，设施也一般，只是因为离机场近，又相对便宜，还有接送机服务，所以觉得还行就选了它。,1
服务态度很好，棒棒哒4,1
前台热情，帮我们安排挨在一起的房间13,1
酒店位置很好找，前台服务很贴心，几个人住还帮我们安排在了最近的地方13,1
房间小，设施简陋。位置方便,1
很好55555555555,1
来住过好几次了，离车站也近，很方便。干净，整洁，推荐哦。4,1
棒棒哒棒棒哒棒棒哒服务态度很好4,1
挺好的棒棒哒棒棒哒服务态度很好4,1
挺好的棒棒棒达棒棒棒4,1
挺好的棒棒哒棒棒哒棒棒哒4,1
工号4的服务员不错！,1
离虹桥机场t1挺近的,1
总体凑活。就是有点远,1
很不错，特别舒适13,1
不错，服务好，环境好,1
挺好的棒棒哒棒棒哒棒棒哒4,1
挺好的棒棒哒\uD83D\uDC4D44444,1
离机场近，服务好，地段好。,1
交通便利，距离机场很近，服务周到4,1
住的很舒服，工号4号的前台服务很周到热情，很满意。,1
住的很舒服，工号四号的前台服务很热情很周到，下次来还住这家,1
干净整洁，服务非常好。13号,1
服务很好环境干净很安静5,1
很好！干净宽敞！凌晨到的服务员态度都特别好！,1
态度很好。棒棒棒的44444,1
没有异味的快捷酒店，很难得呀，下次还会住，离T1近，不着急，千万别坐门口停的出租车，2公里40元。是的40元，我还坐了。,1
每次出差都住在这里。,1
房间整洁干净，住着舒适,1
环境还可以吧，挺不错的,1
各方面还不错，强烈推荐！\n\n电视屏幕不够大，有免费矿泉水，整体还是蛮温馨的！,1
安静 卫生 位置好找 但上网有点麻烦,1
总体不错，就是离我去的国展中心稍远点，另外周围吃饭不方便,1
环境不错，服务态度好。浴室再大点就好了,1
挺好的，，，，，，，，4,1
很好的第一次住:服务态度好12,1
离机场近，比较方便，值得推荐\n12,1
不错的！下次还会选择！,1
非常棒10101010服务热线好,1
挺好的4444444444,1
环境超好，服务态度满分。房间干净整洁，地理位置很好，交通方便！4,1
酒店服务非常棒，设施齐全13,1
好好好好好好好好好好好好12,1
前台服务很好，有如家的感觉，很好。。。,1
前台服务态度不错\uD83D\uDC4D,1
位置不错，干净，还可以,1
很好，非常满意，以后再来还住这里,1
卫生干净，舒适，444444,1
挺好的 总体服务不错 啊啊啊啊啊,1
还挺不错的。前台的妹子特别温柔。,1
还可以吧  一般般   有待提高,1
还挺好的，床挺大，厕所有点小，不过也够了,1
4服务热情 环境好 办理入住手续快,1
服务态度好，环境干净！！！！13,1
服务态度不错444444444,1
卫生干净  交通方便,1
很好我和我的孩子住的很好,1
第一天住的标间，第二天住的大床，说是面积一样大，世纪大床房小很多，性价比可以,1
性价比高，大床房没标间大，预定的时候面积是一样大，挺方便的,1
价格优惠性价比高必须好评4,1
位置很好找，服务热情！,1
卫生，安静，交通方便，满意。,1
10前台服务很好\uD83D\uDC4D\uD83D\uDC4D10赞赞赞赞,1
前台服务很好\uD83D\uDC4C\uD83D\uDC4D10。房间设施齐全全,1
不错酒店很干净去机场也方便,1
距离机场，方便，环境不错,1
我是真的无语了。。。徐洁,1
其实位置也是可以的，就是周边没有很多配套设施,1
很不错的，要不是离市区太远都想一直住这里了,1
价格还好 交通比较方便,1
10服务很好\uD83D\uDC4D\uD83D\uDC4D\uD83D\uDC4C\uD83D\uDC4D\uD83D\uDC4D免升标间,1
艺龙！卫生，方便的住宿，为旅行带来了好心情！感谢,1
工号0服务态度很不错，\uD83D\uDC4D,1
卫生不错，价格适中，比较不错的选择。,1
还不错啊 可以的 服务人员态度需要提高,1
如果你是晚上的航班来上海出差这家店性价比不错,1
干净整洁，性价比高，位置也不错，赞一个！,1
酒店挺干净。服务态度好，挺好。。。。,1
干净、卫生、床舒服，早上还送去机场,1
酒店干净卫生，而且很安静。最重要的经济实惠!大赞!!!,1
卫生很干净 很好的体验,1
不错，价格合理，干净，我们喜欢,1
很好吧，住的人很干净，也很舒服,1
干净舒服 服务人员也很有礼貌,1
1来这边培训，感觉不错，性价比高值得推荐,1
一般，住房味道很重，有点难闻,1
环境干净，房间空间面积也挺大。,1
厕所有股怪味儿其他都挺好的,1
出行便利，交通方便，房间干净。,1
物超所值，价廉物美，睡得很踏实,1
哪儿有不输的竞技体育。鼻梁骨断了可以恢复，流血了可以止住，重要的是敢打，敢挑战。拳王邹市明。,1
其中有一间房卫生很差，有很多头发，空气很臭,1
房间挺好的，很干净，还有车接去火车站,1
前台服务态度很好77,1
有点小贵，一一般般。,1
打车到火车站20元左右\n房间挺干净的,1
整体还是不错的，推荐入住,1
很好，服务很好，继续支持,1
很不错，卫生，继续支持,1
服务很好。卫生也不错1,1
还行吧。离机场较近方便,1
地方蛮偏的感觉，可能因为是在机场旁边所以偏吧！但房间挺大的。卫生什么的都还不错。价格不贵,1
位置不错，适合居家旅行，商务出行首选,1
服务不行！无法接受！,1
很不错舒坦安逸方便经常选择,1
离机场比较近，挺方便的,1
环境不错，价钱合理！,1
还好，在机场附近，交通比较方便，还有送机服务,1
10前台服务好赞\uD83D\uDC4D10,1
经济，实惠，花宾馆的钱住酒店,1
很好10前台服务很好赞房间很大温馨10,1
不错不错不错不错不错,1
太方便了，干净卫生，舒适,1
服务好，卫生好，环境好。1,1
酒店环境不错 有送机服务 很好1,1
免费给我升级了          真的不错,1
不错环境。。。。。。,1
很不错，酒店有送机服务，很多辆车,1
地方小点，厕所也不理想,1
方便 满意 干净 卫生 很不错,1
服务态度55555555,1
位置挺好的，离虹桥机场T2两公里，第二天送到T2，酒店设施服务一般，还行。,1
新酒店，还不错！就是位置有点偏。,1
很不错 里机场火车站动物园都比较近,1
不错 离机场很近\n火车站也很近,1
在高架下的酒店，旁边就是莫泰，问前台送机的问题，结果是只送虹桥2号航站楼的，顿时感觉被忽悠了，就是看离虹桥1号航站楼近有接送机才订的……,1
10前台接待工作很好赞房间免费升级大床赞1010,1
10服务态度很好房间很大,1
位置超方便，价钱也很便宜。,1
每次回上海就住这里。,1
该酒店离虹桥交通枢纽比较近，但门前的虹桥枢纽1路公交站是单向，只能去往虹桥枢纽方向，由虹桥回来需要提前1站（沪青平公路航东路站）下车，步行需10分钟。酒店房间卫生尚好，但大部分房间都是天井窗，白天室内光线较暗。,1
每次回上海就住这边。,1
不错不错、卫生还好、出门在外,1
非常安静  早餐15 其他服务特别好  除了一个火警演习  吓死我了,1
性价比不错，机场附近出行方便。,1
交通方便，酒店客房价格优惠，很好,1
房间可以，但是有个送机服务，司机叼的不行，磨叽，说好七点半发车去机场，都在等他，居然没人，也不走。特别烦人的一个人，最后找了司机半天才出发。真是恶心到爆炸。差评,1
挺好的，很方便很感激那个,1
就是为了赶飞机，其他真是一般，不推荐。,1
位置很好，下了飞机，扫个共享单车骑十几分钟就到了。方便。,1
非常好，前台服务很好。欢迎入住。,1
酒店不错，房间也挺好，周围环境也是没得挑，住的很舒适，好评,1
很好 经常出差在此入住，赶飞机很方便,1
除了没窗户 其他都挺好,1
及时订到房，很庆幸。,1
前台服务很好 房间干净77,1
很不错 离机场很近 步行20分钟,1
不错的，干净卫生，位置离机场很近,1
酒店晚间还好。离机场很近。,1
房间干净整洁，位置离交通干线较近，略有躁音。,1
0号服务态度很好，免费升级了房间,1
总体来说，挺好的，值得选择,1
10前台服务很好赞赞。 环境很好1010,1
服务不错，地点也不错,1
还可以所以责任心您可以直接在接下来嘘嘘嘘嘘自己也可以自己越来越就行了,1
酒店不错，离机场近，还有班车接送。,1
还好米好了吧嗯嗯我是不想我了你是的是的啊你,1
服101010务态度很好赞\uD83D\uDC4D,1
刚入住有一股挺大的烟味儿。然后大概3点左右的时候，居然有人开门进来了，还好上了保险栓。真是惊醒了！！！！！早上赶车也没跟前台反应～反正有点儿不舒服。,1
10前台服务很好热情赞环境优美。房间很好赞大10,1
10不错，前台服务很不错1010,1
前台服务热情赞10免费升级商大环境很好〈101010〉,1
服务态度热情赞。 房间很舒适透气赞赞温馨10101010,1
好好好好好好好好好好,1
体博会期间，超贵，吃东西要走十五分钟,1
性价比还可以就是离机场近卫生情况也还可以主要说的是他家前台那个女服务员眼袋挺大的那个全程面无表情基本没有服务可言问什么就是不清楚不知道,1
好Jimmy口苦不摸哭呢哦弄喏窝,1
还可以，以后还会住吧！,1
离机场近，环境好，服务态度好6666,1
帮别人订的，有点远，听朋友说，环境还是不错的。,1
房间很好前台服务态度很好10101010,1
服务很好咱10101001010101,1
服务很好，干净卫生，值得信赖性,1
环境不错，5555555555555,1
酒店卫生干净，环境安静，服务可以,1
服务很好赞赞10101010,1
前台服务很好，房间干净整洁，下次还会过来！10,1
交通很便利 下车就能看到 房间也不错！10,1
服务很好赞赞赞赞赞赞赞赞赞赞赞赞10,1
服务好，值得推荐77,1
干净整洁，位置方便，出行安全快捷，服务良好！,1
赶早班飞机的，值得一住,1
服务态度很好！非常不错的一次旅行！,1
服务非常好3333333333,1
位置有点偏，酒店设施偏陈旧,1
还可以，就是找吃不太方便，需要打车出去，有送机服务，很好,1
还可以，只是离一号航站楼比较近,1
整体来说是可以的，经济实惠，就是隔音不好，还有空调声音太大，晚上开着睡不着,1
人很好人很好人很好555555,1
态度很好服务很好55555,1
很好很舒服55555555555,1
中规中矩快捷酒店就这样,1
离机场火车站比较近，房间稍微有点闷其他还好,1
很不错很好，干净卫生整洁很棒7,1
位置离机场有点小远，但性价比算下来不错了,1
很高兴见到美女了热情大方。,1
经济型酒店，比较干净，470多的房间显得性价比不高。,1
服务态度好，干净卫生,1
如家都差不多，能住，还可以,1
好好爱啊花花哈哈哈哈,1
服务态度非常好，离机场近66,1
性价比高 干净整齐 环境优雅,1
非常好！前台服务号好13,1
前台服务很好 房间设施不错7,1
好极了，干净干净整洁，位置好。,1
前台服务很好 7777,1
服务态度不错，设施很好,1
还挺好的。服务不错。,1
还不错，环境还行。就是开车去不太容易找到入口。,1
离虹桥打车30左右 离会展中心比较近 房间干净,1
蛮好的，交通也比较方便，离机场近,1
舒适简便，安全性教高,1
满意，有送到机场的专车。,1
前台服务很好房间干净77,1
前台服务态度很好 离机场近7,1
不错，价格优惠。下次还会预订的。,1
前台服务很好的离机场近77,1
比较平价 前台比较不理人,1
还可以。就是房间小的不行简直。,1
很好，不错，各方面都比较方便,1
不错 感觉挺好 就是远了点,1
前台接待态度很好 房间干净77,1
干净，实惠，安静，能为房客考虑的都考虑到了。毛巾床单地面都看着很干净。洗手间灯和排气扇同一按钮，洗澡间内有搭毛巾的位置，床头灯也方便关闭。旁边两个路口的岳阳楼湖南菜馆也很好吃。,1
前台服务态度很好 777,1
价格便宜，服务周到。20,1
自动升级商务房，如家还是如此让人安心。12,1
可以 就是门口是个立交桥 跟着导航绕了好几圈,1
服务态度挺好的，房间也可以,1
感觉还可以，还挺便宜的,1
非常好，帮忙升级了77,1
很好很干净很舒服下次还来,1
离机场比较近，早上很早门口就有很多出租车了，就是虹桥火车站去酒店不方便，很多司机不肯带,1
基本上可以，除了隔音效果,1
酒店环境优雅舒适，干净整洁，上档次。,1
每次都是住在这里，交通方便。,1
离虹桥机场近很方便，下次还来,1
服务好 房间干净整洁222,1
价格比较便宜，房间也很干净,1
房间比较干净，价格合适,1
挺好的 。。。啊啊啊啊,1
一般，跟莫泰开在一起，酒店很大，只是为了赶火车，将就一晚。,1
环境舒适，离机场近，方便7,1
自己走错路，不然挺好找的，前台服务很好，很热情，离机场很近方便，7,1
不错，离机场挺近的，不过需要打车，环境不错，房间很干净，服务人员态度也不错，凌晨到达机场，打车过来就十分钟左右。被褥也很干净，物美价廉！,1
方便，实惠，性价比高,1
整体都不错，就是停电了,1
好好好好啊好好好啊吼,1
酒店位置还可以，但电话总打不通,1
带小孩去迪士尼玩的，因为晚上很晚到，选了个离虹桥火车站附近的，打的去酒店按预订时所带地图位置，司机把我们送到酒店，酒店工作人员居然说不是在这里，是另一家店，简直无语！位置不在这，你酒店的位置怎么选择在这里，酒店不会将准确位置地图确定好发布吗？,1
房间整洁、服务态度好,1
离虹桥机场非常近，非常便利,1
酒店位置很好找，房间宽敞舒服。2222,1
前台接待态度很好77,1
还行吧，交通方便一点,1
酒店还行把，有免费矿泉水，价格还好。,1
挺好的，干净卫生7777,1
不错，离机场很近，方便,1
好感动的季节可大可久是嫁鸡随鸡,1
服务周到，耐心，酒店干净！,1
打车去酒店30，离地铁口较远，卫生服务都还行，房间隔音醉人，晚上听隔壁打游戏又喊又叫的特别清楚，附近没有注意到有超市和餐厅，整体一般,1
酒店条件非常好，离虹桥机场近，而且便宜，值得住几天。,1
酒店位置很好找，环境不错10,1
去机场方便，房间不错，购物较不便,1
服务很好赞房间很好赞\uD83D\uDC4D10,1
服务态度很好10101010100,1
不错，蛮干净，下次还来。,1
酒店干净卫生，如家酒店一如既往的好,1
和朋友一起出差，还不错的体验,1
服务好赞赞101010101010,1
物有所值，第一次来的话，不是特别的好找。,1
前台服务很好 还有免费送机服务7,1
挺好的，经常住这里。,1
非常完美，舒服，安静,1
地理位置极好，环境也不错7,1
到虹桥机场开会，位置不错，服务不错，前台主动帮改成了大床房7,1
挺好的，，，，，，，，，，，,1
服务挺好，卫生干净，光线明亮！7,1
位置不错，有班车接送，性价比可以,1
卫生过关，服务周到，就是交通不太方便,1
很好很好很好很好很好,1
性价比高，干净卫生，就是靠高架桥近有些吵,1
隔音特别特别特别差，地方也偏,1
出行方便，环境还可以,1
不错！下次来还住这里！12,1
每次来住在这里，性价比高。,1
服务不错，交通还算便捷，有车可以免费去航站楼。7,1
离机场不远  电视有点小,1
设施有点陈旧 离机场很近,1
10服务态度好10免费申级商大赞101010,1
服务很好33333333333,1
总体来说还是比较好，离机场近,1
蛮好的，服务周到，环境也不错。,1
可以。出差临时订的，对得起这个价格。,1
还可以值得大家入住！！！,1
交通挺方便的，服务员态度热情，有送机服务7,1
酒店不错，比较安静，干净卫生,1
前台服务热情周到 房间干净7,1
交通方便，干净卫生，餐厅美味，服务周到,1
还不错感觉 交通也方便 就是好几个酒店在一起 还有塞小卡片 感觉差了一点,1
位置很好找，离机场也很近~10,1
服务态度不错\uD83D\uDC4D，离高铁和机场不远,1
挺好的！1010已经来过几次挺满意,1
离机场非常近，早上自己骑车过去的。只要15分钟。,1
房间干净，前台服务好12,1
前台很好 服务很好 7,1
前台服务很好 房间也干净整洁7,1
很好，很方便，离机场很近,1
服务态度好，推荐 10,1
帮别人定的，离会展中心远点！,1
离机场近，干净卫生。性价比不错,1
还好吧，房间隔音有点差,1
前台服务很好。就是房间里有股味道,1
赶飞机赶高铁首选，酒店有送机服务，到虹桥站十分钟车程。酒店设施不错，面积偏小。,1
设施老旧，服务还不错，离机场也算近,1
还不错，很干净，位置好。,1
服务态度好，环境也不错12,1
房间很干净，前台服务好12,1
酒店不错，免费升级了大床房。,1
房间干净，前台服务态度很好12,1
前台服务人员很好啊，环境也很好～12,1
非常感谢！入住的体验很好！7,1
方便快捷，离机场很近。7,1
前台很好服务超好777,1
很棒的入住体验 下次出差还会选择这里,1
很好。推荐555555555,1
态度一般般，爱答不理的，不如隔壁莫泰前台热情,1
接送机方便，环境优雅，出行便利，价格实惠,1
前台服务态度很好，9999,1
服务很好，因为带了孩子前台很好心的帮我升级房间了9,1
房间非常小，设施一般，坐地铁不方便，没档次,1
酒店位置不太好找，晚上打车不方便,1
价格很优惠，离机场方便，适合乘机准备,1
不错，第二次入住了，早上5:30分有送机车到T2d航站楼，不过门口的出租车太黑了，到T1航站楼1公里要40元,1
非常好，非常好，非常好，非常好,1
前台服务很好，酒店离机场很近12,1
性价比超高，赞11111111,1
服务一流，环境也是非常棒！12,1
总体上来说还可以。建议推荐入住,1
天气原因航班取消 临时预定的 还是很满意 毕竟离机场近又干净 价钱也算合理 好像是跟汉庭合用一栋楼 身体还是好评 就是外面大马路有点点吵,1
环境不错 服务很好77,1
不错  位置不错  方便出行  无打扰,1
不错，挺方便的    每次都是住他们家,1
环境好1010100101010101010,1
服务非常好333333333,1
服务态度好10！！！！,1
位置很好，距离1号航站楼非常近，定早点的飞机也没事,1
性价比很高的一家如家，也很干净。,1
服务态度挺好 房间挺好挺干净777,1
10环境很好\uD83D\uDC4D\uD83D\uDC4D服务好101010,1
服务好，干净卫生10,1
在这大城市，住宿条件及价格很满意了，好评！,1
服务很好333333333333,1
房间干净，前台服务特别好12,1
免费升级标准间服务，服务态度非常好。交通方便且有停车场，下次坐飞机还住这里.12,1
不错，很好，，，，，，，，，,1
酒店挺好的，有窗户，服务态度好7,1
房间很干净。服务很好777,1
环境非常好 服务态度就很好7,1
感受入住很舒适，很满意的一次住宿。7,1
挺不错的 位置很好。极其方便。距离虹桥火车站 虹桥机场非常近,1
酒店位置靠近机场，挺方便。就是房间不大，有点小，不过作为临时过夜也足够了。,1
可以，干净，卫生，服务好，下次还来。,1
还可以 值得一住 哈哈哈,1
环境还可以，就是没有买吃的的地方,1
很便极，安静，关键是价格超低，服务又好。以后还来。,1
服务态度很好，棒棒哒,1
非常棒，免费升级房间10,1
